"総勘定元帳 (2023年10月~2024年03月）"
"勘定科目","取引日","決算整理仕訳","相手勘定科目","税区分","取引先","品目","部門","管理番号","メモタグ","備考","勘定科目コード","相手取引先","相手品目","相手部門","相手メモタグ","相手備考","相手勘定科目コード","取引内容","発行元","借方金額","貸方金額","残高"
"三菱ＵＦＪ　天空館","2023-11-06","0","［製］支払手数料","対象外","","","","","","","","","","天空館","","","しはら","振込手数料","","","440","8690257"
"三菱ＵＦＪ　天空館","2023-11-07","0","仮受金","対象外","","","","","","","","","","","","","428","カ－ド","","190000","","8880257"
"三菱ＵＦＪ　天空館","2023-11-10","0","仮払金","対象外","","","","","","","","","","","","","176","カ－ド","","","100000","8780257"
"三菱ＵＦＪ　天空館","2023-11-14","0","仮受金","対象外","","","","","","","","","","","","","428","カ－ド","","560000","","9340257"
"三菱ＵＦＪ　天空館","2023-11-15","0","［製］水道光熱費","対象外","","","","","","","","","","天空館","","","すいどう","ガス・オオサカガス","","","74142","9266115"
"三菱ＵＦＪ　天空館","2023-11-17","0","仮受金","対象外","","","","","","","","","","","","","428","カ－ド","","190000","","9456115"
"三菱ＵＦＪ　名高速両替金","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","7284783"
"三菱ＵＦＪ　名高速両替金","2023-10-24","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","1695000","","8979783"
"三菱ＵＦＪ　名高速両替金","2023-10-25","0","現金","対象外","","","","","","","","","","","","","","","","","540000","8439783"
"三菱ＵＦＪ　名高速両替金","2023-10-25","0","現金","対象外","","","","","","","","","","","","","","","","","820000","7619783"
"三菱ＵＦＪ　名高速両替金","2023-10-25","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","542500","","8162283"
"三菱ＵＦＪ　名高速両替金","2023-10-26","0","現金","対象外","","","","","","","","","","","","","","","","","1040000","7122283"
"三菱ＵＦＪ　名高速両替金","2023-10-26","0","現金","対象外","","","","","","","","","","","","","","","","","520000","6602283"
"三菱ＵＦＪ　名高速両替金","2023-10-26","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","544500","","7146783"
"三菱ＵＦＪ　名高速両替金","2023-10-27","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","546000","","7692783"
"三菱ＵＦＪ　名高速両替金","2023-10-30","0","現金","対象外","","","","","","","","","","","","","","","","","1280000","6412783"
"三菱ＵＦＪ　名高速両替金","2023-10-30","0","現金","対象外","","","","","","","","","","","","","","","","","1340000","5072783"
"三菱ＵＦＪ　名高速両替金","2023-10-30","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","870500","","5943283"
"三菱ＵＦＪ　名高速両替金","2023-10-31","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","1120500","","7063783"
"三菱ＵＦＪ　名高速両替金","2023-11-01","0","現金","対象外","","","","","","","","","","","","","","","","","440000","6623783"
"三菱ＵＦＪ　名高速両替金","2023-11-01","0","現金","対象外","","","","","","","","","","","","","","","","","520000","6103783"
"三菱ＵＦＪ　名高速両替金","2023-11-01","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","437000","","6540783"
"三菱ＵＦＪ　名高速両替金","2023-11-02","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","438000","","6978783"
"三菱ＵＦＪ　名高速両替金","2023-11-06","0","現金","対象外","","","","","","","","","","","","","","","","","540000","6438783"
"三菱ＵＦＪ　名高速両替金","2023-11-06","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","441500","","6880283"
"三菱ＵＦＪ　名高速両替金","2023-11-07","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","1989500","","8869783"
"三菱ＵＦＪ　名高速両替金","2023-11-08","0","現金","対象外","","","","","","","","","","","","","","","","","1040000","7829783"
"三菱ＵＦＪ　名高速両替金","2023-11-08","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","539500","","8369283"
"三菱ＵＦＪ　名高速両替金","2023-11-09","0","現金","対象外","","","","","","","","","","","","","","","","","440000","7929283"
"三菱ＵＦＪ　名高速両替金","2023-11-09","0","現金","対象外","","","","","","","","","","","","","","","","","820000","7109283"
"三菱ＵＦＪ　名高速両替金","2023-11-09","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","545000","","7654283"
"三菱ＵＦＪ　名高速両替金","2023-11-10","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","551500","","8205783"
"三菱ＵＦＪ　名高速両替金","2023-11-13","0","現金","対象外","","","","","","","","","","","","","","","","","1040000","7165783"
"三菱ＵＦＪ　名高速両替金","2023-11-13","0","現金","対象外","","","","","","","","","","","","","","","","","520000","6645783"
"三菱ＵＦＪ　名高速両替金","2023-11-13","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","545500","","7191283"
"三菱ＵＦＪ　名高速両替金","2023-11-14","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","1677000","","8868283"
"三菱ＵＦＪ　名高速両替金","2023-11-15","0","現金","対象外","","","","","","","","","","","","","","","","","440000","8428283"
"三菱ＵＦＪ　名高速両替金","2023-11-15","0","現金","対象外","","","","","","","","","","","","","","","","","820000","7608283"
"三菱ＵＦＪ　名高速両替金","2023-11-15","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","545500","","8153783"
"三菱ＵＦＪ　名高速両替金","2023-11-16","0","現金","対象外","","","","","","","","","","","","","","","","","1040000","7113783"
"三菱ＵＦＪ　名高速両替金","2023-11-16","0","現金","対象外","","","","","","","","","","","","","","","","","520000","6593783"
"三菱ＵＦＪ　名高速両替金","2023-11-16","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","548500","","7142283"
"三菱ＵＦＪ　名高速両替金","2023-11-17","0","現金","対象外","","","","","","","","","","","","","","振込ＨＢ１・エヌエツクスキヤツシユ　ロジ","","545500","","7687783"
"三菱ＵＦＪ　NDK静岡事業所","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","87094"
"三菱ＵＦＪ　NDK静岡事業所","2023-11-15","0","通信費","対象外","","","","","","","","","","道路管理課","","","756","電話","","","7596","79498"
"三菱ＵＦＪ (株)　京都事業所","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","502800"
"三菱ＵＦＪ (株)　京都事業所","2023-10-25","0","仮払金","対象外","","","","","","","","","","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","302800"
"三菱ＵＦＪ (株)　京都事業所","2023-10-30","0","支払手数料","対象外","","","","","","","","","","京都事業所","","","766","為替手数料・フリコミ　テスウリヨウ","","","110","302690"
"三菱ＵＦＪ (株)　京都事業所","2023-10-30","0","広告宣伝費","対象外","","","","","","","","","","京都事業所","","","752","振込ＢＺ１・キヨウトダイガクセイカツキ","","","6600","296090"
"三菱ＵＦＪ (株)　京都事業所","2023-10-30","0","仮払金","対象外","","","","","","","","","","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","96090"
"三菱ＵＦＪ (株)　京都事業所","2023-10-30","0","支払手数料","対象外","","","","","","","","","","京都事業所","","","766","手数料","","","220","95870"
"三菱ＵＦＪ (株)　京都事業所","2023-11-01","0","三菱ＵＦＪ　(株)イージス","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６３７","","500000","","595870"
"三菱ＵＦＪ (株)　京都事業所","2023-11-06","0","仮払金","対象外","","","","","","","","","","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","395870"
"三菱ＵＦＪ (株)　京都事業所","2023-11-06","0","支払手数料","対象外","","","","","","","","","","京都事業所","","","766","手数料","","","220","395650"
"三菱ＵＦＪ (株)　京都事業所","2023-11-12","0","仮払金","対象外","","","","","","","","","","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","195650"
"三菱ＵＦＪ (株)　京都事業所","2023-11-12","0","支払手数料","対象外","","","","","","","","","","京都事業所","","","766","手数料","","","330","195320"
"三菱ＵＦＪ (株)　京都事業所","2023-11-13","0","三菱ＵＦＪ　(株)イージス","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６３７","","500000","","695320"
"売掛金","2023-10-24","0","前日繰越","","","","","","","","142","","","","","","","","","","","-28593980632"
"売掛金","2023-10-24","0","三菱ＵＦＪ　美唄","対象外","","","美唄市火葬場","","","","142","","","","","","","振込１・ビバイシセイカツカンキ","","","6870500","-28600851132"
"売掛金","2023-10-25","0","百五　ロテックス","対象外","","","経営","","","","142","","","","","","","ｲ-ｼﾞｽ ｸﾞﾙ-ﾌﾟﾕｳｹﾞﾝｾｷﾆﾝｼﾞｷﾞ","","","16445000","-28617296132"
"売掛金","2023-10-25","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","桑名市斎場","","","","142","","","","","","","振込２・クワナシカンキヨウタ","","","3778225","-28621074357"
"売掛金","2023-10-25","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","菰野町斎場","","","","142","","","","","","","振込１・コモノ　カンキヨウカ","","","1127500","-28622201857"
"売掛金","2023-10-25","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","伊勢広域斎場","","","","142","","","","","","","振込１・イセコウイキカンキヨウクミアイ","","","2648800","-28624850657"
"売掛金","2023-10-25","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","豊岡斎場","","","","142","","","","","","","振込１・トヨオカセイカツカンキヨウ","","","1310000","-28626160657"
"売掛金","2023-10-25","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","東員町斎場","","","","142","","","","","","","振込１・トウインチヨウ","","","809600","-28626970257"
"売掛金","2023-10-25","0","三菱ＵＦＪ　吹田","対象外","","","吹田市斎場","","","","142","","","","","","","振込２・スイタシカイケイカンリシヤ","","","18308500","-28645278757"
"売掛金","2023-10-25","0","三菱ＵＦＪ　富士宮","対象外","","","富士宮聖苑","","","","142","","","","","","","振込２・フジノミヤシカイケイカンリシ","","","3277000","-28648555757"
"売掛金","2023-10-25","0","三菱ＵＦＪ　みきやま","対象外","","","みきやま斎場","","","","142","","","","","","","振込２・ミキシカイケイカンリシヤ","","","6942250","-28655498007"
"売掛金","2023-10-25","0","三菱ＵＦＪ　行田","対象外","","","","","","","142","","","","","","","振込２・ギヨウダシカイケイカンリシ","","","3000000","-28658498007"
"売掛金","2023-10-26","0","三菱ＵＦＪ　県央みずほ","対象外","","","県央みずほ斎場","","","","142","","","","","","","振込２・サイタマケンオウコウイキジム","","","7658000","-28666156007"
"売掛金","2023-10-27","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","野洲川","","","","142","","","","","","","振込１・モリヤマシ　カイケイカンリシヤ","","","1700416","-28667856423"
"売掛金","2023-10-27","0","三菱ＵＦＪ　豊中","対象外","","","豊中市斎場","","","","142","","","","","","","振込２・トヨナカシカイケイカンリシヤ","","","56289269","-28724145692"
"売掛金","2023-10-30","0","諸口","対象外","","","経営","","","","142","","","","","","","振込ＢＺ１・イ－ジス　グル－プユウケ","","","29040000","-28753185692"
"売掛金","2023-10-30","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","広島呉　坂","","","","142","","","","","","","振込２・ニシニホンコウソクドウ","","","6047317","-28759233009"
"売掛金","2023-10-30","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","経営","","","","142","","","","","","","振込ＢＺ１・イ－ジス　グル－プユウケ","","","20000000","-28779233009"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","経営","","","","142","","","","","","","振込１・マイタウンサ－ビス．カ","","","3300000","-28782533009"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","鈴鹿市斎苑","","","","142","","","","","","","振込１・スズカシ","","","2959000","-28785492009"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","仙南三斎場","","","","142","","","","","","","振込１・センナンチイキコウイキギヨウ","","","50894","-28785542903"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","広島呉　坂","","","","142","","","","","","","振込１・ヒロシマコウソクドウロコウシ","","","4732682","-28790275585"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","仙南三斎場","","","","142","","","","","","","振込１・センナンチイキコウイキギヨウ","","","255885","-28790531470"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","仙南三斎場","","","","142","","","","","","","振込１・センナンチイキコウイキギヨウ","","","1106950","-28791638420"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","琵琶湖大橋料金所","","","","142","","","","","","","振込１・シガケンドウロコウシヤ","","","17865650","-28809504070"
"売掛金","2023-10-31","0","三菱ＵＦＪ　小林・佃","対象外","","","小林・佃斎場","","","","142","","","","","","","振込２・シ　カンキヨウキヨク","","","43072731","-28852576801"
"売掛金","2023-10-31","0","三菱ＵＦＪ　北・鶴見","対象外","","","北・鶴見斎場","","","","142","","","","","","","振込２・シ　カンキヨウキヨク","","","88958013","-28941534814"
"売掛金","2023-10-31","0","三菱ＵＦＪ　道路管理ＪＶ","対象外","","","知多管内道路管理","","","","142","","","","","","","振込２・アイチドウロコンセツシヨン（","","","78124618","-29019659432"
"売掛金","2023-10-31","0","三菱ＵＦＪ　(株)イージス","対象外","","","経営","","","","142","","","","","","","振込２・セントラルハイウエイ（カ","","","2750000","-29022409432"
"売掛金","2023-10-31","0","三菱ＵＦＪ　天空館","対象外","","","天空館","","","","142","","","","","","","振込２・シ　カンキヨウキヨク","","","7981824","-29030391256"
"売掛金","2023-10-31","0","三菱ＵＦＪ　天空館","対象外","","","天空館","","","","142","","","","","","","振込２・タイムズ２４カブシキガイ","","","869000","-29031260256"
"売掛金","2023-10-31","0","三菱ＵＦＪ　千葉市","対象外","","","千葉市斎場","","","","142","","","","","","","振込１・チバシセイカツエイセイ","","","30435333","-29061695589"
"売掛金","2023-10-31","0","三菱ＵＦＪ 　ＮＤＫ九州メイン","対象外","","","","","","","142","","","","","","","振込２・カ）イ－ジス","","","88000","-29061783589"
"売掛金","2023-10-31","0","三菱ＵＦＪ 　ＮＤＫ九州メイン","対象外","","","経営","","","","142","","","","","","","振込２・セントラルハイウエイ（カ","","","77000","-29061860589"
"売掛金","2023-10-31","0","三菱ＵＦＪ 　ＮＤＫ九州メイン","対象外","","","経営","","","","142","","","","","","","振込１・マイタウンサ－ビス．カ","","","1012000","-29062872589"
"売掛金","2023-10-31","0","三菱ＵＦＪ 　ＮＤＫ九州メイン","対象外","","","経営","","","","142","","","","","","","振込１・ニホンロテツクス．カ","","","33000","-29062905589"
"売掛金","2023-10-31","0","三菱ＵＦＪ　三田","対象外","","","三田市斎場","","","","142","","","","","","","振込２・サンダシカンキヨウソウソ００","","","10285000","-29073190589"
"売掛金","2023-10-31","0","三菱ＵＦＪ　津島","対象外","","","津島市斎場","","","","142","","","","","","","振込１・ツシマシカイケイカンリシヤ","","","7949250","-29081139839"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","新見沼大橋料金所","","","","142","","","","","","","振込２・サイタマケンドウロコウシヤ","","","18315","-29081158154"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","経営","","","","142","","","","","","","振込２・サイタマケンドウロコウ","","","5223900","-29086382054"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","経営","","","","142","","","","","","","振込２・サイタマケンドウロコウ","","","5237466","-29091619520"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","名古屋高速","","","","142","","","","","","","振込２・ナゴヤコウソクドウロ","","","67727000","-29159346520"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","コンセッション推進室","","","","142","","","","","","","振込２・アイチドウロコンセツシヨン（","","","3658150","-29163004670"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","経営","","","","142","","","","","","","振込２・セントラルハイウエイ（カ","","","2200000","-29165204670"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","伊豆スカイライン","","","","142","","","","","","","振込１・シズオカケンドウロコウシヤ","","","3483700","-29168688370"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","館林市斎場","","","","142","","","","","","","振込１・トウキヨウワツクス（カ","","","2712505","-29171400875"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","西都市斎場","","","","142","","","","","","","振込１・サイトコユカンキヨウセイビシ","","","1609000","-29173009875"
"売掛金","2023-10-31","0","三菱ＵＦＪ　セントラル","対象外","","","知多道路","","","","142","","","","","","","振込２・アイチドウロコンセツシヨン（","","","119211170","-29292221045"
"売掛金","2023-10-31","0","三菱ＵＦＪ　セントラル","対象外","","","愛知県国際展示場","","","","142","","","","","","","振込１・アイチコクサイカイギテンジ","","","433862","-29292654907"
"売掛金","2023-10-31","0","三菱ＵＦＪ　NSKメイン","対象外","","","","","","","142","","","","","","","振込ＢＺ１・イ－ジス　グル－プユウケ","","","93060000","-29385714907"
"売掛金","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","山形市斎場","","","","142","","","","","","","振込１・ヤマガタサイエンカンリグル","","","17531120","-29403246027"
"売掛金","2023-11-02","0","三菱ＵＦＪ　北九州","対象外","","","北九州市西部斎場","","","","142","","","","","","","振込２・キタキユウシユウシ　カイケイカ","","","6519000","-29409765027"
"売掛金","2023-11-02","0","三菱ＵＦＪ　みきやま","対象外","","","みきやま斎場","","","","142","","","","","","","振込２・ミキシカイケイカンリシヤ","","","4142250","-29413907277"
"売掛金","2023-11-06","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","加西市斎場","","","","142","","","","","","","振込２・カサイシ","","","1159270","-29415066547"
"売掛金","2023-11-06","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","経営","","","","142","","","","","","","振込１・マイタウンサ－ビス．カ","","","44176","-29415110723"
"売掛金","2023-11-07","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","経営","","","","142","","","","","","","振込１・セントラルハイウエイ（カ","","","12629630","-29427740353"
"売掛金","2023-11-07","0","三菱ＵＦＪ 　ＮＤＫ九州メイン","対象外","","","経営","","","","142","","","","","","","振込ＢＺ１・イ－ジス　グル－プユウケ","","","1507000","-29429247353"
"売掛金","2023-11-07","0","三菱ＵＦＪ　セントラル","対象外","","","経営","","","","142","","","","","","","振込ＢＺ１・イ－ジス　グル－プユウケ","","","330000","-29429577353"
"売掛金","2023-11-13","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","宮崎市斎場","","","","142","","","","","","","振込１・ブンカ．イ－ジスグル－フ","","","2618400","-29432195753"
"売掛金","2023-11-15","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","菰野町斎場","","","","142","","","","","","","振込１・コモノ　カンキヨウカ","","","1127500","-29433323253"
"売掛金","2023-11-15","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","紫雲苑","","","","142","","","","","","","振込１・ヒコネエチイヌカミコウイキギ","","","779000","-29434102253"
"売掛金","2023-11-15","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","半田斎場","","","","142","","","","","","","振込１・チタチユウブコウイキジムク","","","2026805","-29436129058"
"売掛金","2023-11-15","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","半田斎場","","","","142","","","","","","","振込１・チタチユウブコウイキジムク","","","93060","-29436222118"
"売掛金","2023-11-15","0","諸口","対象外","","","経営","","","","142","","","","","","","振込ＢＺ１・イ－ジス　グル－プユウケ","","","29040000","-29465262118"
"売掛金","2023-11-16","0","三菱ＵＦＪ　NSKメイン","対象外","","","柵原市斎場","","","","142","","","","","","","振込１・カソウバシセツクミアイ　カイ","","","293333","-29465555451"
"売掛金","2023-11-16","0","三菱ＵＦＪ　泉南阪南","対象外","","","","","","","142","","","","","","","振込２・センナンシカイケイカンリシヤ","","","5453000","-29471008451"
"売掛金","2023-11-17","0","三菱ＵＦＪ　NSKメイン","対象外","","","月形町火葬場","","","","142","","","","","","","振込１・ツキガタチヨウ","","","231000","-29471239451"
"売掛金","2023-11-17","0","三菱ＵＦＪ　豊中","対象外","","","豊中市斎場","","","","142","","","","","","","振込２・トヨナカシカイケイカンリシヤ","","","81950","-29471321401"
"前渡金","2023-10-24","0","前日繰越","","","","","","","","170","","","","","","","","","","","7000000"
"立替金","2023-10-24","0","前日繰越","","","","","","","","171","","","","","","","","","","","-16042780"
"短期貸付金","2023-10-24","0","前日繰越","","","","","","","","173","","","","","","","","","","","-84136208"
"短期貸付金","2023-11-01","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","173","","","","","","","振込ＩＢ１・フルカワ　アツシ","","","21013","-84157221"
"短期貸付金","2023-11-06","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","173","","","","","","","振込１・クリハラ　タダシ","","","48208","-84205429"
"短期貸付金","2023-11-06","0","三菱ＵＦＪ　セントラル","対象外","","","","","","","173","","","","","","","振込６・サカキバラ　エイジ","","","24300","-84229729"
"短期貸付金","2023-11-06","0","三菱ＵＦＪ　セントラル","対象外","","","","","","","173","","","","","","","振込１・ナカシマ　クニヒロ","","","16806","-84246535"
"短期貸付金","2023-11-08","0","三菱ＵＦＪ　セントラル","対象外","","","","","","","173","","","","","","","振込１・カタヤマ　ヒロユキ","","","18968","-84265503"
"未収入金","2023-10-24","0","前日繰越","","","","","","","","172","","","","","","","","","","","-219527547"
"未収入金","2023-10-25","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込１・ミエケンカンプキン","","","33800","-219561347"
"未収入金","2023-10-30","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込２・ト．トゼイカンプカンリカ","","","86700","-219648047"
"未収入金","2023-10-31","0","三菱ＵＦＪ　(株)イージス","対象外","","","斎苑管理課","","","","172","","","","","","","振込２・エヌデイ－ケ－（カ","","","506000","-220154047"
"未収入金","2023-10-31","0","三菱ＵＦＪ　NSKメイン","対象外","","","斎苑管理課","","","受取出向料","172","","","","","","","振込２・エヌデイ－ケ－（カ","","","506000","-220660047"
"未収入金","2023-10-31","0","三菱ＵＦＪ　セントラル","対象外","","","道路管理課（ＣＨＷ）","","","","172","","","","","","","振込２・エヌデイ－ケ－（カ","","","460000","-221120047"
"未収入金","2023-10-31","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込２・シズオカケン","","","55100","-221175147"
"未収入金","2023-10-31","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込２・ケンゼイハカタ","","","26200","-221201347"
"未収入金","2023-10-31","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込１・カゴシマチイキシンコウキヨク","","","26200","-221227547"
"未収入金","2023-11-01","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込２・ケンゼイ（セイブ）","","","41300","-221268847"
"未収入金","2023-11-01","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込１・ヨツカイチ　シゼイ","","","1300","-221270147"
"未収入金","2023-11-06","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込２・オオムラシゼイムカ","","","100","-221270247"
"未収入金","2023-11-07","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込１・チバケンチユウオウケンゼイ","","","26200","-221296447"
"未収入金","2023-11-08","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込２・サイタマケン　ケンゼイカンフ","","","2100","-221298547"
"未収入金","2023-11-08","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込１・カゴシマシ　ノウゼイカ","","","100","-221298647"
"未収入金","2023-11-10","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込２・フクオカシノウゼイカンリカ","","","100","-221298747"
"未収入金","2023-11-14","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込２・ナガサキケンゼイ","","","26200","-221324947"
"未収入金","2023-11-16","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","172","","","","","","","振込２・ゼイカンプナゴヤシ","","","24300","-221349247"
"仮払金","2023-10-24","0","前日繰越","","","","","","","","176","","","","","","","","","","","1742096167"
"仮払金","2023-10-24","0","三菱ＵＦＪ　大津","対象外","","小口現金","","","","","176","","","","","","","カ－ド","","150000","","1742246167"
"仮払金","2023-10-24","0","三菱ＵＦＪ　みきやま","対象外","","小口現金","","","","","176","","","","","","","カードＣ１","","100000","","1742346167"
"仮払金","2023-10-24","0","三菱ＵＦＪ　近江八幡","対象外","","小口現金","","","","","176","","","","","","","カードＣ１","","80000","","1742426167"
"仮払金","2023-10-25","0","三菱ＵＦＪ　福山","対象外","","","","","","","176","","","","","","","カードＣ１・セブンギンコウＡＴＭ","","150000","","1742576167"
"仮払金","2023-10-25","0","三菱ＵＦＪ (株)　京都事業所","対象外","","","","","","","176","","","","","","","カードＣ１・セブンギンコウＡＴＭ","","200000","","1742776167"
"仮払金","2023-10-25","0","三菱ＵＦＪ　豊岡","対象外","","小口現金","","","","","176","","","","","","","カードＣ１","","30000","","1742806167"
"仮払金","2023-10-25","0","三菱ＵＦＪ　高島市","対象外","","","","","","","176","","","","","","","カードＣ１","","40000","","1742846167"
"仮払金","2023-10-25","0","三菱ＵＦＪ　津島","対象外","","小口現金","","","","","176","","","","","","","カ－ド","","80000","","1742926167"
"仮払金","2023-10-25","0","三菱ＵＦＪ　セントラル","対象外","","小口現金","","","","","176","","","","","","","カ－ド","","500000","","1743426167"
"仮払金","2023-10-25","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","経営","","","","176","","","","","","","振込ＢＺ１・カ）イ－ジス","","17000000","","1760426167"
"仮払金","2023-10-26","0","百五　ＮＤＫ","対象外","","小口現金","","","","","176","","","","","","","ｶ-ﾄﾞ    ｾﾌﾞﾝ  31445","","199000","","1760625167"
"仮払金","2023-10-26","0","三菱ＵＦＪ　加西市斎場","対象外","","小口現金","","","","","176","","","","","","","カードＣ１・セブンギンコウＡＴＭ","","30000","","1760655167"
"仮払金","2023-10-26","0","三菱ＵＦＪ　栃木","対象外","","小口現金","","","","","176","","","","","","","カードＣ１・セブンギンコウＡＴＭ","","40000","","1760695167"
"仮払金","2023-10-26","0","三菱ＵＦＪ　皆野寄居","対象外","","小口現金","","","","","176","","","","","","","カードＣ１・セブンギンコウＡＴＭ","","50000","","1760745167"
"仮払金","2023-10-27","0","百五　ＮＤＫ","対象外","","小口現金","","","","","176","","","","","","","ｶ-ﾄﾞ    ｾﾌﾞﾝ  31445","","49000","","1760794167"
